province,U_R,COICOP,Products,Weights,Source
97,,,Alcoholic beverages and tobacco,118.1073344569455,All Rwanda
97,,,Clothing and footwear,109.24972552293319,All Rwanda
97,,,"Housing, water, electricity, gas and other fuels",101.36591026384515,All Rwanda
97,,,"Furnishing, household equipment and routine household maintenance ",106.63422342620275,All Rwanda
97,,,Health,106.35287633984626,All Rwanda
97,,,Transport,105.3274535355583,All Rwanda
97,,,Communication,104.00739498894444,All Rwanda
97,,,Recreation and culture,107.99856831015947,All Rwanda
97,,,Education,129.6138246643929,All Rwanda
97,,,Restaurants and hotels,106.94002279072726,All Rwanda
97,,,Miscellaneous goods and services,105.89267001046349,All Rwanda
98,,,GENERAL INDEX (CPI),120.59536990275485,All Rwanda
98,,,Food and non-alcoholic beverages,136.75871459788362,All Rwanda
98,,,Bread and cereals ,124.70384215384463,All Rwanda
98,,,Meat,112.62366124218659,All Rwanda
98,,,"Milk, cheese and eggs",109.40199743422703,All Rwanda
98,,,Vegetables ,147.15674409326053,All Rwanda
98,,,Non-alcoholic beverages ,112.55299524588501,All Rwanda
98,,,Alcoholic beverages and tobacco,118.49118462436556,All Rwanda
98,,,Clothing and footwear,109.41397556636913,All Rwanda
98,,,"Housing, water, electricity, gas and other fuels",103.13721076641066,All Rwanda
98,,,"Furnishing, household equipment and routine household maintenance ",107.03901976875541,All Rwanda
98,,,Health,106.51428381355987,All Rwanda
98,,,Transport,105.58210816290766,All Rwanda
98,,,Communication,104.00739498894444,All Rwanda
98,,,Recreation and culture,108.09543274371097,All Rwanda
98,,,Education,129.613814801405,All Rwanda
98,,,Restaurants and hotels,107.79569085905999,All Rwanda
98,,,Miscellaneous goods and services,107.57386940825245,All Rwanda
99,,,GENERAL INDEX (CPI),122.03976260433808,All Rwanda
99,,,Food and non-alcoholic beverages,140.1456184687828,All Rwanda
99,,,Bread and cereals ,129.9306363358868,All Rwanda
99,,,Meat,112.5461672176301,All Rwanda
99,,,"Milk, cheese and eggs",108.62681339074899,All Rwanda
99,,,Vegetables ,151.4523048686945,All Rwanda
99,,,Non-alcoholic beverages ,114.3070729438388,All Rwanda
99,,,Alcoholic beverages and tobacco,120.13354238577821,All Rwanda
99,,,Clothing and footwear,109.24092667680169,All Rwanda
99,,,"Housing, water, electricity, gas and other fuels",102.27188525519469,All Rwanda
99,,,"Furnishing, household equipment and routine household maintenance ",107.00361952693007,All Rwanda
99,,,Health,106.64697161574446,All Rwanda
99,,,Transport,105.91612467217229,All Rwanda
99,,,Communication,104.00739498894444,All Rwanda
99,,,Recreation and culture,110.10289026521994,All Rwanda
99,,,Education,129.6138246643929,All Rwanda
99,,,Restaurants and hotels,108.5653904161021,All Rwanda
99,,,Miscellaneous goods and services,107.1717990919711,All Rwanda
100,,,GENERAL INDEX (CPI),122.77895843850197,All Rwanda
100,,,Food and non-alcoholic beverages,141.27441069320403,All Rwanda
100,,,Bread and cereals ,131.34573451731728,All Rwanda
100,,,Meat,112.82905683102689,All Rwanda
100,,,"Milk, cheese and eggs",109.3423158296194,All Rwanda
100,,,Vegetables ,152.64132754858912,All Rwanda
100,,,Non-alcoholic beverages ,114.52033814892974,All Rwanda
100,,,Alcoholic beverages and tobacco,121.58339412360048,All Rwanda
100,,,Clothing and footwear,110.10618712867331,All Rwanda
100,,,"Housing, water, electricity, gas and other fuels",102.72722957456973,All Rwanda
100,,,"Furnishing, household equipment and routine household maintenance ",106.97409419608047,All Rwanda
100,,,Health,106.58228565253111,All Rwanda
100,,,Transport,106.167350566234,All Rwanda
100,,,Communication,104.00732289727651,All Rwanda
100,,,Recreation and culture,111.03984214428914,All Rwanda
100,,,Education,129.6137606479385,All Rwanda
100,,,Restaurants and hotels,108.52156267501299,All Rwanda
100,,,Miscellaneous goods and services,107.85838086907519,All Rwanda
101,,,GENERAL INDEX (CPI),121.53927298771201,All Rwanda
101,,,Food and non-alcoholic beverages,137.8891134815568,All Rwanda
101,,,Bread and cereals ,133.48246721241074,All Rwanda
101,,,Meat,113.58275025709459,All Rwanda
101,,,"Milk, cheese and eggs",109.21901853083006,All Rwanda
101,,,Vegetables ,147.47358379413504,All Rwanda
101,,,Non-alcoholic beverages ,114.5403020581427,All Rwanda
101,,,Alcoholic beverages and tobacco,119.73457680447372,All Rwanda
101,,,Clothing and footwear,110.1635443676317,All Rwanda
101,,,"Housing, water, electricity, gas and other fuels",104.23443401532536,All Rwanda
101,,,"Furnishing, household equipment and routine household maintenance ",106.96551353858526,All Rwanda
101,,,Health,106.53686601706997,All Rwanda
101,,,Transport,106.28908068827648,All Rwanda
101,,,Communication,104.00739498894444,All Rwanda
101,,,Recreation and culture,110.85518998238449,All Rwanda
101,,,Education,129.6137606479385,All Rwanda
101,,,Restaurants and hotels,108.70159716842122,All Rwanda
101,,,Miscellaneous goods and services,107.99571528209779,All Rwanda
102,,,GENERAL INDEX (CPI),120.27304767815544,All Rwanda
102,,,Food and non-alcoholic beverages,133.49424790101074,All Rwanda
102,,,Bread and cereals ,132.24031169683965,All Rwanda
102,,,Meat,113.0399493127049,All Rwanda
102,,,"Milk, cheese and eggs",109.95110216031955,All Rwanda
102,,,Vegetables ,141.46990255940463,All Rwanda
102,,,Non-alcoholic beverages ,114.1580029404112,All Rwanda
102,,,Alcoholic beverages and tobacco,119.97813959727512,All Rwanda
102,,,Clothing and footwear,110.47214283965202,All Rwanda
102,,,"Housing, water, electricity, gas and other fuels",106.5165042008524,All Rwanda
102,,,"Furnishing, household equipment and routine household maintenance ",107.21513717887427,All Rwanda
102,,,Health,106.4127729027449,All Rwanda
102,,,Transport,106.15161055300305,All Rwanda
102,,,Communication,102.98428432636308,All Rwanda
102,,,Recreation and culture,110.17199232509357,All Rwanda
102,,,Education,129.61247816401934,All Rwanda
102,,,Restaurants and hotels,108.83515049906326,All Rwanda
102,,,Miscellaneous goods and services,107.85985926590709,All Rwanda
103,,,GENERAL INDEX (CPI),120.31345602380927,All Rwanda
103,,,Food and non-alcoholic beverages,133.34496938901657,All Rwanda
103,,,Bread and cereals ,130.69453677104661,All Rwanda
103,,,Meat,113.24529581001909,All Rwanda
103,,,"Milk, cheese and eggs",110.42996907841044,All Rwanda
103,,,Vegetables ,143.99642108590308,All Rwanda
103,,,Non-alcoholic beverages ,113.03961800517997,All Rwanda
103,,,Alcoholic beverages and tobacco,118.88979253676916,All Rwanda
103,,,Clothing and footwear,111.19920149349578,All Rwanda
103,,,"Housing, water, electricity, gas and other fuels",107.76059332116415,All Rwanda
103,,,"Furnishing, household equipment and routine household maintenance ",107.47216472104466,All Rwanda
103,,,Health,106.55123142667918,All Rwanda
103,,,Transport,105.59406394059175,All Rwanda
103,,,Communication,102.99448335679615,All Rwanda
103,,,Recreation and culture,110.9300409599047,All Rwanda
103,,,Education,129.39448757174407,All Rwanda
103,,,Restaurants and hotels,108.95574673448101,All Rwanda
103,,,Miscellaneous goods and services,106.04442883538773,All Rwanda
104,,,GENERAL INDEX (CPI),121.07300750140463,All Rwanda
104,,,Food and non-alcoholic beverages,135.40719262113407,All Rwanda
104,,,Bread and cereals ,129.72418817252276,All Rwanda
104,,,Meat,112.82257114477228,All Rwanda
104,,,"Milk, cheese and eggs",110.2450409272008,All Rwanda
104,,,Vegetables ,149.5864045977809,All Rwanda
104,,,Non-alcoholic beverages ,112.99544282146724,All Rwanda
104,,,Alcoholic beverages and tobacco,119.09342490176513,All Rwanda
104,,,Clothing and footwear,111.51697173335693,All Rwanda
104,,,"Housing, water, electricity, gas and other fuels",107.31730552662766,All Rwanda
104,,,"Furnishing, household equipment and routine household maintenance ",107.50405721874836,All Rwanda
104,,,Health,106.54472799129394,All Rwanda
104,,,Transport,105.93262973144037,All Rwanda
104,,,Communication,102.60806304305507,All Rwanda
104,,,Recreation and culture,110.87962796130692,All Rwanda
104,,,Education,129.39448757174407,All Rwanda
104,,,Restaurants and hotels,108.98911952613031,All Rwanda
104,,,Miscellaneous goods and services,105.98745418975605,All Rwanda
105,,,GENERAL INDEX (CPI),122.92736136529102,All Rwanda
105,,,Food and non-alcoholic beverages,139.81258780430002,All Rwanda
105,,,Bread and cereals ,130.53705018115537,All Rwanda
105,,,Meat,112.69497601418995,All Rwanda
105,,,"Milk, cheese and eggs",110.81614862594115,All Rwanda
105,,,Vegetables ,156.51314904841942,All Rwanda
105,,,Non-alcoholic beverages ,113.52114605413914,All Rwanda
105,,,Alcoholic beverages and tobacco,117.90904863067266,All Rwanda
105,,,Clothing and footwear,111.26838248683661,All Rwanda
105,,,"Housing, water, electricity, gas and other fuels",108.65761141473007,All Rwanda
105,,,"Furnishing, household equipment and routine household maintenance ",107.25126041740819,All Rwanda
105,,,Health,106.4570789060772,All Rwanda
105,,,Transport,106.1942865543343,All Rwanda
105,,,Communication,102.44598752053875,All Rwanda
105,,,Recreation and culture,110.33746109520457,All Rwanda
105,,,Education,129.39448757174407,All Rwanda
105,,,Restaurants and hotels,109.24900780628542,All Rwanda
105,,,Miscellaneous goods and services,105.48993320948945,All Rwanda
106,,,GENERAL INDEX (CPI),124.61632599205201,All Rwanda
106,,,Food and non-alcoholic beverages,142.57474534206162,All Rwanda
106,,,Bread and cereals ,132.40429997586287,All Rwanda
106,,,Meat,112.7232580165696,All Rwanda
106,,,"Milk, cheese and eggs",113.8535805446025,All Rwanda
106,,,Vegetables ,159.83775940385652,All Rwanda
106,,,Non-alcoholic beverages ,113.98206291091307,All Rwanda
106,,,Alcoholic beverages and tobacco,119.13115265928072,All Rwanda
106,,,Clothing and footwear,111.82600316657549,All Rwanda
106,,,"Housing, water, electricity, gas and other fuels",110.67059455687675,All Rwanda
106,,,"Furnishing, household equipment and routine household maintenance ",107.25978689048382,All Rwanda
106,,,Health,106.37125518708567,All Rwanda
106,,,Transport,106.72238214265803,All Rwanda
106,,,Communication,102.44508693730859,All Rwanda
106,,,Recreation and culture,113.40348608269069,All Rwanda
106,,,Education,129.39448757174407,All Rwanda
106,,,Restaurants and hotels,109.29258527468076,All Rwanda
106,,,Miscellaneous goods and services,105.56643037318422,All Rwanda
107,,,GENERAL INDEX (CPI),120.87975415588338,All Rwanda
107,,,Food and non-alcoholic beverages,132.8922613563882,All Rwanda
107,,,Bread and cereals ,130.66479016129557,All Rwanda
107,,,Meat,113.60669835843962,All Rwanda
107,,,"Milk, cheese and eggs",115.90231495457478,All Rwanda
107,,,Vegetables ,140.32462333001703,All Rwanda
107,,,Non-alcoholic beverages ,114.04571762144997,All Rwanda
107,,,Alcoholic beverages and tobacco,119.00452631256391,All Rwanda
107,,,Clothing and footwear,111.70859868245826,All Rwanda
107,,,"Housing, water, electricity, gas and other fuels",110.24350796656515,All Rwanda
107,,,"Furnishing, household equipment and routine household maintenance ",107.71111078885205,All Rwanda
107,,,Health,106.42755365412556,All Rwanda
107,,,Transport,107.70942939341957,All Rwanda
107,,,Communication,102.44508693730859,All Rwanda
107,,,Recreation and culture,113.38626885926573,All Rwanda
107,,,Education,129.85528148499475,All Rwanda
107,,,Restaurants and hotels,109.36632752296053,All Rwanda
107,,,Miscellaneous goods and services,105.63400024027914,All Rwanda
108,,,GENERAL INDEX (CPI),118.52644937781702,All Rwanda
108,,,Food and non-alcoholic beverages,126.60346119784931,All Rwanda
108,,,Bread and cereals ,129.3691108379205,All Rwanda
108,,,Meat,114.78763303428899,All Rwanda
108,,,"Milk, cheese and eggs",114.5779530330561,All Rwanda
108,,,Vegetables ,127.62554987033688,All Rwanda
108,,,Non-alcoholic beverages ,114.1580467652468,All Rwanda
108,,,Alcoholic beverages and tobacco,119.57783923601576,All Rwanda
108,,,Clothing and footwear,111.91246100990483,All Rwanda
108,,,"Housing, water, electricity, gas and other fuels",110.23533928215028,All Rwanda
108,,,"Furnishing, household equipment and routine household maintenance ",107.72719002228952,All Rwanda
108,,,Health,106.65849782161456,All Rwanda
108,,,Transport,107.98686859183088,All Rwanda
108,,,Communication,102.44508693730859,All Rwanda
108,,,Recreation and culture,113.33445383929995,All Rwanda
108,,,Education,129.85528148499475,All Rwanda
108,,,Restaurants and hotels,109.2574534445785,All Rwanda
108,,,Miscellaneous goods and services,105.91762324363394,All Rwanda
109,,,GENERAL INDEX (CPI),118.46923455695584,All Rwanda
109,,,Food and non-alcoholic beverages,125.77899993322231,All Rwanda
109,,,Bread and cereals ,128.54306128604978,All Rwanda
109,,,Meat,115.43399199700148,All Rwanda
109,,,"Milk, cheese and eggs",114.58023612454066,All Rwanda
109,,,Vegetables ,126.91538817718796,All Rwanda
109,,,Non-alcoholic beverages ,114.22956697877373,All Rwanda
109,,,Alcoholic beverages and tobacco,119.5971433803481,All Rwanda
109,,,Clothing and footwear,112.7584500852251,All Rwanda
109,,,"Housing, water, electricity, gas and other fuels",110.59996298024342,All Rwanda
109,,,"Furnishing, household equipment and routine household maintenance ",108.36128730562618,All Rwanda
109,,,Health,106.49975089636372,All Rwanda
109,,,Transport,108.0223038400093,All Rwanda
109,,,Communication,102.44508693730859,All Rwanda
109,,,Recreation and culture,113.36590705437021,All Rwanda
109,,,Education,133.29742192792907,All Rwanda
109,,,Restaurants and hotels,109.75349769816539,All Rwanda
109,,,Miscellaneous goods and services,106.32722674370781,All Rwanda
110,,,GENERAL INDEX (CPI),119.06856746525105,All Rwanda
110,,,Food and non-alcoholic beverages,126.59210000685097,All Rwanda
110,,,Bread and cereals ,125.8235764325726,All Rwanda
110,,,Meat,115.0771923407966,All Rwanda
110,,,"Milk, cheese and eggs",116.05705594596898,All Rwanda
110,,,Vegetables ,129.5565459474853,All Rwanda
110,,,Non-alcoholic beverages ,114.36377394966588,All Rwanda
110,,,Alcoholic beverages and tobacco,120.11233887105284,All Rwanda
110,,,Clothing and footwear,112.87155784177413,All Rwanda
110,,,"Housing, water, electricity, gas and other fuels",111.68893206930585,All Rwanda
110,,,"Furnishing, household equipment and routine household maintenance ",108.66946151586399,All Rwanda
110,,,Health,106.39473707635248,All Rwanda
110,,,Transport,108.02545152275587,All Rwanda
110,,,Communication,102.4599405671021,All Rwanda
110,,,Recreation and culture,113.34121656335074,All Rwanda
110,,,Education,133.29742192792907,All Rwanda
110,,,Restaurants and hotels,109.37617637638813,All Rwanda
110,,,Miscellaneous goods and services,107.20461874908014,All Rwanda
111,,,GENERAL INDEX (CPI),120.33536316410897,All Rwanda
111,,,Food and non-alcoholic beverages,129.1167688766124,All Rwanda
111,,,Bread and cereals ,124.08808433815138,All Rwanda
111,,,Meat,114.87779553286616,All Rwanda
111,,,"Milk, cheese and eggs",115.41468546604135,All Rwanda
111,,,Vegetables ,134.4956681526501,All Rwanda
111,,,Non-alcoholic beverages ,114.94296735541371,All Rwanda
111,,,Alcoholic beverages and tobacco,120.66722460205034,All Rwanda
111,,,Clothing and footwear,113.02221103043355,All Rwanda
111,,,"Housing, water, electricity, gas and other fuels",112.3422537390286,All Rwanda
111,,,"Furnishing, household equipment and routine household maintenance ",109.45183297465842,All Rwanda
111,,,Health,106.46598470408033,All Rwanda
111,,,Transport,109.25170629399194,All Rwanda
111,,,Communication,102.47490259676934,All Rwanda
111,,,Recreation and culture,113.42296190223044,All Rwanda
111,,,Education,133.29742192792907,All Rwanda
111,,,Restaurants and hotels,109.34177706170465,All Rwanda
111,,,Miscellaneous goods and services,107.06545776883215,All Rwanda
112,,,GENERAL INDEX (CPI),122.61765424382503,All Rwanda
112,,,Food and non-alcoholic beverages,130.19369104104973,All Rwanda
112,,,Bread and cereals ,124.23640702605437,All Rwanda
112,,,Meat,115.63628821210524,All Rwanda
112,,,"Milk, cheese and eggs",114.903886200325,All Rwanda
112,,,Vegetables ,136.71656250733741,All Rwanda
112,,,Non-alcoholic beverages ,117.08049076913763,All Rwanda
112,,,Alcoholic beverages and tobacco,121.48925233604764,All Rwanda
112,,,Clothing and footwear,113.25161744534576,All Rwanda
112,,,"Housing, water, electricity, gas and other fuels",117.77088949745145,All Rwanda
112,,,"Furnishing, household equipment and routine household maintenance ",110.091094182695,All Rwanda
112,,,Health,106.42953091385723,All Rwanda
112,,,Transport,118.51058422530484,All Rwanda
112,,,Communication,102.47490259676934,All Rwanda
112,,,Recreation and culture,113.69227893725513,All Rwanda
112,,,Education,133.30274175865625,All Rwanda
112,,,Restaurants and hotels,109.35843563211706,All Rwanda
112,,,Miscellaneous goods and services,107.05278367300404,All Rwanda
113,,,GENERAL INDEX (CPI),123.71219283985488,All Rwanda
113,,,Food and non-alcoholic beverages,132.36632595514203,All Rwanda
113,,,Bread and cereals ,125.03820005010157,All Rwanda
113,,,Meat,115.68695186654853,All Rwanda
113,,,"Milk, cheese and eggs",115.85502539087541,All Rwanda
113,,,Vegetables ,140.59972629438516,All Rwanda
113,,,Non-alcoholic beverages ,117.03684684225418,All Rwanda
113,,,Alcoholic beverages and tobacco,121.70166040148125,All Rwanda
113,,,Clothing and footwear,113.45985908218198,All Rwanda
113,,,"Housing, water, electricity, gas and other fuels",119.78179110844933,All Rwanda
113,,,"Furnishing, household equipment and routine household maintenance ",110.61341123725325,All Rwanda
113,,,Health,106.45704809825259,All Rwanda
113,,,Transport,115.37032427760852,All Rwanda
113,,,Communication,102.47490259676934,All Rwanda
113,,,Recreation and culture,113.55529811254833,All Rwanda
113,,,Education,133.30274175865625,All Rwanda
113,,,Restaurants and hotels,109.39204846876254,All Rwanda
113,,,Miscellaneous goods and services,108.21132928109034,All Rwanda
114,,,GENERAL INDEX (CPI),122.01281652801423,All Rwanda
114,,,Food and non-alcoholic beverages,128.58355785966035,All Rwanda
114,,,Bread and cereals ,122.0845057085242,All Rwanda
114,,,Meat,116.08471927503442,All Rwanda
114,,,"Milk, cheese and eggs",115.07254259756112,All Rwanda
114,,,Vegetables ,135.8317779424883,All Rwanda
114,,,Non-alcoholic beverages ,117.12086804046338,All Rwanda
114,,,Alcoholic beverages and tobacco,120.17492531126247,All Rwanda
114,,,Clothing and footwear,113.60325567749592,All Rwanda
114,,,"Housing, water, electricity, gas and other fuels",119.30388074889619,All Rwanda
114,,,"Furnishing, household equipment and routine household maintenance ",109.78215698328185,All Rwanda
114,,,Health,106.34401342658226,All Rwanda
114,,,Transport,115.6899807834032,All Rwanda
114,,,Communication,102.47490259676934,All Rwanda
114,,,Recreation and culture,112.74595347445944,All Rwanda
114,,,Education,133.30271761059544,All Rwanda
114,,,Restaurants and hotels,108.95920808071934,All Rwanda
114,,,Miscellaneous goods and services,108.37481486219963,All Rwanda
115,,,GENERAL INDEX (CPI),121.0944416846076,All Rwanda
115,,,Food and non-alcoholic beverages,125.77735597876732,All Rwanda
115,,,Bread and cereals ,121.85570186635866,All Rwanda
115,,,Meat,116.22858904244038,All Rwanda
115,,,"Milk, cheese and eggs",115.63968681905368,All Rwanda
115,,,Vegetables ,132.02023157175765,All Rwanda
115,,,Non-alcoholic beverages ,118.6758529644175,All Rwanda
115,,,Alcoholic beverages and tobacco,120.76870242386137,All Rwanda
115,,,Clothing and footwear,113.53155441213164,All Rwanda
115,,,"Housing, water, electricity, gas and other fuels",119.79826753794993,All Rwanda
115,,,"Furnishing, household equipment and routine household maintenance ",108.84783616528856,All Rwanda
115,,,Health,106.51404811494103,All Rwanda
115,,,Transport,116.3619766044194,All Rwanda
115,,,Communication,102.47490259676934,All Rwanda
115,,,Recreation and culture,112.58981654782092,All Rwanda
115,,,Education,133.31931486846022,All Rwanda
115,,,Restaurants and hotels,109.19839023101744,All Rwanda
115,,,Miscellaneous goods and services,108.39739735636432,All Rwanda
116,,,GENERAL INDEX (CPI),121.74206612724385,All Rwanda
116,,,Food and non-alcoholic beverages,126.8377391093069,All Rwanda
116,,,Bread and cereals ,120.79952683670554,All Rwanda
116,,,Meat,117.38903917735301,All Rwanda
116,,,"Milk, cheese and eggs",117.33259999261027,All Rwanda
116,,,Vegetables ,134.7713689750381,All Rwanda
116,,,Non-alcoholic beverages ,118.31664089044976,All Rwanda
116,,,Alcoholic beverages and tobacco,120.18642999146199,All Rwanda
116,,,Clothing and footwear,113.67818827117787,All Rwanda
116,,,"Housing, water, electricity, gas and other fuels",120.7553693904192,All Rwanda
116,,,"Furnishing, household equipment and routine household maintenance ",109.1389356282176,All Rwanda
116,,,Health,106.67435554927661,All Rwanda
116,,,Transport,116.89252044415313,All Rwanda
116,,,Communication,102.47490259676934,All Rwanda
116,,,Recreation and culture,112.43473578733392,All Rwanda
116,,,Education,133.3190397794457,All Rwanda
116,,,Restaurants and hotels,109.55363364469127,All Rwanda
116,,,Miscellaneous goods and services,108.60484212850187,All Rwanda
117,,,GENERAL INDEX (CPI),121.60869169486581,All Rwanda
117,,,Food and non-alcoholic beverages,126.18117056017735,All Rwanda
117,,,Bread and cereals ,119.78027712842484,All Rwanda
117,,,Meat,118.08458959855756,All Rwanda
117,,,"Milk, cheese and eggs",117.35365436392678,All Rwanda
117,,,Vegetables ,134.4085415079068,All Rwanda
117,,,Non-alcoholic beverages ,118.63543555942088,All Rwanda
117,,,Alcoholic beverages and tobacco,120.54649872126686,All Rwanda
117,,,Clothing and footwear,113.89569387214344,All Rwanda
117,,,"Housing, water, electricity, gas and other fuels",121.32649468798007,All Rwanda
117,,,"Furnishing, household equipment and routine household maintenance ",109.17050535159346,All Rwanda
117,,,Health,106.6028666905755,All Rwanda
117,,,Transport,116.99343652950176,All Rwanda
117,,,Communication,102.47693510795,All Rwanda
117,,,Recreation and culture,111.99499847041422,All Rwanda
117,,,Education,133.3190397794457,All Rwanda
117,,,Restaurants and hotels,109.23618951975874,All Rwanda
117,,,Miscellaneous goods and services,108.51387929891972,All Rwanda
118,,,GENERAL INDEX (CPI),120.34279162273012,All Rwanda
118,,,Food and non-alcoholic beverages,122.36980219877871,All Rwanda
118,,,Bread and cereals ,119.63263628324599,All Rwanda
118,,,Meat,118.27981150210236,All Rwanda
118,,,"Milk, cheese and eggs",117.44950137541879,All Rwanda
118,,,Vegetables ,126.57107780181268,All Rwanda
118,,,Non-alcoholic beverages ,118.19329910088784,All Rwanda
118,,,Alcoholic beverages and tobacco,122.23725894093485,All Rwanda
118,,,Clothing and footwear,115.04033550304506,All Rwanda
118,,,"Housing, water, electricity, gas and other fuels",120.94670828428815,All Rwanda
118,,,"Furnishing, household equipment and routine household maintenance ",110.05469690938037,All Rwanda
118,,,Health,106.40454758077297,All Rwanda
118,,,Transport,117.30885288046268,All Rwanda
118,,,Communication,102.478986054106,All Rwanda
118,,,Recreation and culture,112.21950364048864,All Rwanda
118,,,Education,133.3190397794457,All Rwanda
118,,,Restaurants and hotels,109.67023741600028,All Rwanda
118,,,Miscellaneous goods and services,108.81906299549617,All Rwanda
119,,,GENERAL INDEX (CPI),119.69716632377926,All Rwanda
119,,,Food and non-alcoholic beverages,120.66586693784937,All Rwanda
119,,,Bread and cereals ,121.41655626991214,All Rwanda
119,,,Meat,119.3117776984221,All Rwanda
119,,,"Milk, cheese and eggs",117.43269214231725,All Rwanda
119,,,Vegetables ,121.95137708099176,All Rwanda
119,,,Non-alcoholic beverages ,118.69105335690891,All Rwanda
119,,,Alcoholic beverages and tobacco,121.8755877591695,All Rwanda
119,,,Clothing and footwear,115.50180613046265,All Rwanda
119,,,"Housing, water, electricity, gas and other fuels",120.30204745119475,All Rwanda
119,,,"Furnishing, household equipment and routine household maintenance ",110.7676725710533,All Rwanda
119,,,Health,106.43312737407821,All Rwanda
119,,,Transport,118.10040364826915,All Rwanda
119,,,Communication,102.478986054106,All Rwanda
119,,,Recreation and culture,112.16648945815874,All Rwanda
119,,,Education,133.3190397794457,All Rwanda
119,,,Restaurants and hotels,110.3339845053667,All Rwanda
119,,,Miscellaneous goods and services,109.01058714385844,All Rwanda
120,,,GENERAL INDEX (CPI),118.68209836280096,All Rwanda
120,,,Food and non-alcoholic beverages,117.84372190447931,All Rwanda
120,,,Bread and cereals ,122.73688327155494,All Rwanda
120,,,Meat,119.54223216585609,All Rwanda
120,,,"Milk, cheese and eggs",117.95469334230344,All Rwanda
120,,,Vegetables ,115.14828074787927,All Rwanda
120,,,Non-alcoholic beverages ,118.98879189829833,All Rwanda
120,,,Alcoholic beverages and tobacco,121.18613590003633,All Rwanda
120,,,Clothing and footwear,115.90342550011829,All Rwanda
120,,,"Housing, water, electricity, gas and other fuels",120.15019172135057,All Rwanda
120,,,"Furnishing, household equipment and routine household maintenance ",111.04356525828669,All Rwanda
120,,,Health,106.4341856235677,All Rwanda
120,,,Transport,118.21173183922878,All Rwanda
120,,,Communication,102.478986054106,All Rwanda
120,,,Recreation and culture,112.13874121987487,All Rwanda
120,,,Education,133.3190397794457,All Rwanda
120,,,Restaurants and hotels,110.35544170163728,All Rwanda
120,,,Miscellaneous goods and services,111.17509001225137,All Rwanda
121,,,GENERAL INDEX (CPI),118.6815153890326,All Rwanda
121,,,Food and non-alcoholic beverages,117.24166207220543,All Rwanda
121,,,Bread and cereals ,123.86400406273471,All Rwanda
121,,,Meat,121.09629583288513,All Rwanda
121,,,"Milk, cheese and eggs",117.29111012012196,All Rwanda
121,,,Vegetables ,112.55895218648384,All Rwanda
121,,,Non-alcoholic beverages ,119.39631898476287,All Rwanda
121,,,Alcoholic beverages and tobacco,122.8807108753346,All Rwanda
121,,,Clothing and footwear,117.54521051402598,All Rwanda
121,,,"Housing, water, electricity, gas and other fuels",120.45024472830362,All Rwanda
121,,,"Furnishing, household equipment and routine household maintenance ",111.55371776122895,All Rwanda
121,,,Health,106.22734420615502,All Rwanda
121,,,Transport,117.10426929281347,All Rwanda
121,,,Communication,102.478986054106,All Rwanda
121,,,Recreation and culture,117.41680870807447,All Rwanda
121,,,Education,136.05692498571548,All Rwanda
121,,,Restaurants and hotels,109.97617802403323,All Rwanda
121,,,Miscellaneous goods and services,109.15943129791052,All Rwanda
122,,,GENERAL INDEX (CPI),118.54806010631745,All Rwanda
122,,,Food and non-alcoholic beverages,117.31900668904849,All Rwanda
122,,,Bread and cereals ,122.7859700889784,All Rwanda
122,,,Meat,123.58932320513637,All Rwanda
122,,,"Milk, cheese and eggs",118.03488672200845,All Rwanda
122,,,Vegetables ,115.103485795331,All Rwanda
122,,,Non-alcoholic beverages ,119.10027943473838,All Rwanda
122,,,Alcoholic beverages and tobacco,122.60115633346967,All Rwanda
122,,,Clothing and footwear,118.0120503044339,All Rwanda
122,,,"Housing, water, electricity, gas and other fuels",119.45850285356009,All Rwanda
122,,,"Furnishing, household equipment and routine household maintenance ",112.07265623355714,All Rwanda
122,,,Health,106.37507286431396,All Rwanda
122,,,Transport,117.06944873292886,All Rwanda
122,,,Communication,102.478986054106,All Rwanda
122,,,Recreation and culture,117.56689276061918,All Rwanda
122,,,Education,136.05692498571548,All Rwanda
122,,,Restaurants and hotels,110.07659209541052,All Rwanda
122,,,Miscellaneous goods and services,109.07544302396671,All Rwanda
123,,,GENERAL INDEX (CPI),121.15854462843946,All Rwanda
123,,,Food and non-alcoholic beverages,123.89648496930087,All Rwanda
123,,,Bread and cereals ,124.74682314136912,All Rwanda
123,,,Meat,126.32168949290612,All Rwanda
123,,,"Milk, cheese and eggs",119.5323250693935,All Rwanda
123,,,Vegetables ,126.3994158444484,All Rwanda
123,,,Non-alcoholic beverages ,119.80408393622751,All Rwanda
123,,,Alcoholic beverages and tobacco,122.24343692819377,All Rwanda
123,,,Clothing and footwear,119.15709142784524,All Rwanda
123,,,"Housing, water, electricity, gas and other fuels",119.13517784380714,All Rwanda
123,,,"Furnishing, household equipment and routine household maintenance ",112.58687409183361,All Rwanda
123,,,Health,106.48140660001283,All Rwanda
123,,,Transport,117.2615908882653,All Rwanda
123,,,Communication,102.48230939979341,All Rwanda
123,,,Recreation and culture,117.52541338642602,All Rwanda
123,,,Education,136.05779321438536,All Rwanda
123,,,Restaurants and hotels,110.52230350931228,All Rwanda
123,,,Miscellaneous goods and services,109.58314295151767,All Rwanda
124,,,GENERAL INDEX (CPI),122.1895435109863,All Rwanda
